model,drop out,methods,reward,test,cifar10,tinyimagenet,lsun resize,isun,places365,lsun cropped,textures,svhn
confidnet,do1,MCD-MSR class,rew2.2,145.83013870564957,271.0666347104703,258.36102810419345,274.22357377694027,254.6601223017802,273.99892904420807,246.92190412475549,184.83716107846166,374.1634757529374
confidnet,do1,MCD-MSR,rew2.2,145.8495932105792,271.3656334137234,258.10610064372946,274.21719935592245,254.64220258567275,274.47647116369046,247.9553097727714,185.5649603160882,374.3222342761095
confidnet,do1,MCD-MSR class pred,rew2.2,145.85600405273559,270.74241088964624,259.03818004587936,275.1126469279054,255.95174983235066,274.6077167323886,247.59908846443705,187.69895382358413,376.89537618071483
confidnet,do1,MCD-PCE class pred,rew2.2,146.06730954281375,270.7468767122631,257.9071477675987,273.552394643364,254.45684466984557,274.18255318451236,246.16980384287513,186.43773737355093,376.60382811989103
confidnet,do1,MCD-GEN class pred,rew2.2,146.07840422861267,270.63126187060095,257.881498534946,273.78484690730164,254.57038756504343,274.66735689442237,247.69793253199123,187.05980716303526,376.80462494077915
confidnet,do1,MCD-PCE class,rew2.2,146.09914940630497,270.9335642545742,257.4513043948819,273.0507346368204,253.63487173811941,274.00100688206743,246.0779728802807,184.18930428785364,374.5565709402812
confidnet,do1,MCD-GEN class,rew2.2,146.20287167916328,270.96464805604467,257.2560330780962,273.1369334481455,253.50068537561,274.26749643210934,246.74481774739075,184.372666257024,374.5759035004347
confidnet,do1,MCD-MSR global,rew2.2,146.20828772160502,271.55239454689865,258.0111934074607,273.8154199968988,254.25107558786522,274.16473053350745,246.9416528637019,185.70654540094503,375.2889795380609
confidnet,do1,MCD-PCE,rew2.2,146.2925739614853,271.2116203505281,256.6874318221352,272.25373937673555,252.84920774020674,274.24480242820715,246.22702804400674,184.2892231806191,374.82344725892597
confidnet,do1,MCD-GEN,rew2.2,146.29945081903807,271.1587341298383,256.4476699690881,272.4716004438317,252.8299746451478,274.85631475547495,248.12617668084334,184.96687771594776,374.9781001449729
confidnet,do1,MCD-PCE global,rew2.2,146.429752229376,271.410209568503,256.91609614458383,272.3565557510973,252.92897546260082,274.0148768363846,245.7424362009142,184.79507974671455,375.48846564253626
confidnet,do1,MCD-GEN global,rew2.2,146.44259985130003,271.3534299093707,256.73611309886877,272.4679962702395,252.87704172585717,274.3836814105267,246.93883708484435,185.2520182848813,375.5723594014295
confidnet,do1,MCD-EMSR,rew2.2,146.69870008015224,271.15583421309753,256.9036471287747,272.456988240498,252.89455146006677,274.07576492450517,243.96902521447547,183.51936574305842,375.7882975185181
