model,drop out,methods,reward,test,cifar100,cifar10,lsun resize,isun,places365,lsun cropped,textures,svhn
confidnet,do0,MSR global,rew2.2,133.5516245843532,327.63985823809344,316.88410186538704,318.5634082978043,290.3224559849249,336.1668305091947,319.6392110676704,244.60053657389898,580.421275442995
confidnet,do0,MSR,rew2.2,133.61957625506912,327.6189878307624,316.87151281638745,318.53104144584114,290.27938415197775,336.09054656383574,319.57805772616786,244.53571812690953,580.2923128148152
confidnet,do0,MSR class,rew2.2,133.65440745340504,327.62660305177036,317.00953626630684,318.595593491405,290.28771201236964,336.0928976644535,319.068016144211,244.8007422532447,579.9268085343662
confidnet,do0,GEN global,rew2.2,133.6976827766203,324.8818926519697,313.8719375236186,315.4537175928509,287.1828308642565,335.74374748228075,313.7448772254653,244.00866029572845,578.160783155135
confidnet,do0,GEN,rew2.2,133.72261269051427,325.2598031527285,314.26558790630696,315.61490621128166,287.4550761610897,335.33740581892266,314.4622635685514,243.91633896843504,578.4475320921368
confidnet,do0,GEN class,rew2.2,133.85043030181743,324.5322885933655,313.6292546495966,315.14792769336384,286.84400153671544,335.56606193117557,312.3719043799502,244.13294744232434,577.2266350124595
confidnet,do0,CTM class pred,rew2.2,133.94121033468076,315.053903646438,299.499956307289,294.01439449854956,268.4007783502438,328.7017537541915,286.69901820047954,227.53025434056016,548.6572117995627
confidnet,do0,CTM class,rew2.2,133.96099751858145,315.0168649548501,299.450694309062,293.94658748538006,268.3406690949212,328.6666046296358,286.61462965583814,227.563171932145,548.6706970525834
confidnet,do0,fDBD class avg,rew2.2,134.0172990913632,316.3051015302739,303.7401822261846,303.42604131082146,277.1922924131843,337.9005026885681,289.7718663068719,231.23088250671236,549.6593560398917
confidnet,do0,PCE global,rew2.2,134.26632459071567,327.49704176691654,316.6230692983427,317.984900274416,289.69261075386146,335.59958891603884,319.9889268594987,244.6207094380874,580.7523309818032
confidnet,do0,CTM global,rew2.2,134.3163875086181,313.30197843225017,297.1953161106984,291.17812745104015,265.56389507363906,326.06234875482875,285.9641746831574,221.22073341663764,546.8586525482833
confidnet,do0,PCE,rew2.2,134.3343834073826,327.47944131020506,316.61300179864196,317.9538724356203,289.65054073041733,335.52538182370074,319.9325806906864,244.55526241163778,580.6247331417735
confidnet,do0,PCE class,rew2.2,134.3528669156574,327.48748931555826,316.75844287421876,318.0257455511579,289.6609899317882,335.5288483247854,319.4194876414649,244.81191897848674,580.2524699883368
confidnet,do0,MSR class pred,rew2.2,134.63440317101518,329.5201762048838,319.0046315724385,321.50162186978434,293.0579576355011,337.0180715328768,322.9463690560444,249.84888151134683,583.9806319329676
confidnet,do0,GEN class pred,rew2.2,134.67731039311943,327.540361507381,316.8818044377348,319.38189947909234,290.86807145785184,336.7266509163447,318.6316155927298,249.36819055806194,582.3563615047453
confidnet,do0,fDBD global,rew2.2,134.7769050402722,316.5328821932716,304.20124184228183,300.2121383337636,273.2619612203775,332.7661734048826,291.22729534032203,221.01271077792904,555.9933927791265
confidnet,do0,CTM,rew2.2,134.81844058269115,314.3527888074461,297.8685483424416,291.44575419561465,265.8770542385023,326.3689089204385,286.4929708088599,221.7448667106522,547.8353055060581
