model,drop out,methods,reward,test,cifar100,cifar10,lsun resize,isun,places365,lsun cropped,textures,svhn
confidnet,do1,MCD-MSR,rew2.2,92.30132468259981,222.3313848429225,217.66543453926505,217.34377589997456,201.1639390734173,223.14413011264327,213.77492910082734,162.13978949113917,350.7930088264945
confidnet,do1,MCD-MSR global,rew2.2,92.46792471030201,222.22079065126815,218.00767535835612,217.90924117376653,201.47857069620105,223.39660816186125,213.90411839449888,161.59527385096092,350.4142712240785
confidnet,do1,MCD-MSR class,rew2.2,92.49409505918528,222.13200473712163,217.89314538210198,217.57916977388723,201.0276318209666,223.3392893084649,213.61815218450602,161.5866817219673,350.1503433730495
confidnet,do1,MCD-MSR class pred,rew2.2,92.79524320985755,222.9936935484538,218.81628894122986,218.8864745469406,202.22178919161104,223.78361294825078,214.41130583433778,163.14641605186347,351.15206041646564
confidnet,do1,MCD-GEN class,rew2.2,92.79940867853729,221.41856175424905,217.22325790274937,217.00975725353365,200.4365364256492,223.68356032388314,212.68568594733566,162.29463272411186,349.40382733140905
confidnet,do1,MCD-GEN global,rew2.2,92.81109259768142,221.60909346186014,217.49895010542053,217.4441780295564,200.98831976339568,223.74710828666593,213.01740803747808,162.41380113857545,349.86276643464697
confidnet,do1,MCD-GEN class pred,rew2.2,92.97056669123299,222.39723453981642,218.3299815238688,218.36264441551324,201.70487191351285,223.97316328192832,213.4056460772318,163.62648726460435,350.52724120394504
confidnet,do1,MCD-GEN,rew2.2,93.00764074848816,221.52321386154622,216.8990863682448,216.55475002583452,200.3459099023261,223.27627632896406,212.65578273046435,163.2178118798995,350.05685935189206
confidnet,do1,MCD-PCE global,rew2.2,93.04681605946502,221.62517071994003,217.43554518859145,217.12151546202546,200.53220136633703,222.67137666387572,213.25122773493544,161.02818130917183,350.2932040889051
confidnet,do1,MCD-PCE class,rew2.2,93.06196667280099,221.56197298261495,217.33087950524114,216.81574767930078,200.10179857145445,222.62769555892592,212.99633327660118,161.02491497588147,350.0414423781192
confidnet,do1,MCD-PCE class pred,rew2.2,93.23479877474276,222.2778759267801,218.12738332409708,217.9655425424888,201.20395391144115,223.01718495794972,213.74995499811538,162.33767373451684,350.9042656324535
confidnet,do1,MCD-PCE,rew2.2,93.37270495972287,221.5888255581806,216.94671393498797,216.38724714684412,199.97583891694063,222.24312408054294,212.8878365960897,161.56570988087452,350.6164679975968
